Excel Store Name,Excel City,Excel State,Match %,DB Store Name,DB City,DB Store ID,Status
"Reliance Digital- Amtala Crossing, Westbengal -TCS7","Bangalore","Karnataka",19,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Varachha Ma -TH0W","Surat","Gujarat",19,"Croma-Surat-Mota Varachha","Surat","store_000312","UNMATCHED"
"Reliance Digital- Rrl Cdit Pentagon Mall Haridwa -7784","Haridwar","Uttarakhand",19,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Binaka Mall -T5AD","Jagdalpur","Chhattisgarh",19,"Croma-Ghazibad-Aditya Mall","Ghaziabad","store_000013","UNMATCHED"
"Reliance Digital- Rrl Cdit Sekkalai Road Karaiku -TVA7","Karaikudi","Tamil Nadu",19,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Chennai Digital Store -8933","Chennai","Tamil Nadu",19,"BANSAL ELECTRONICS AND GENRAL STORE","Sonipat","store_000809","UNMATCHED"
"Reliance Digital- Rrl Cdit Venu Gopal Complex -T766","Hyderabad","Telangana",19,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Ktj Nagar, Davanagere, Kn -T8RK","Davanagere","Karnataka",19,"Croma-Mahbubnagar-Rajendra Nagar","Mahbubnagar","store_000563","UNMATCHED"
"VS - Rajajinagar Bangalore","Bangalore","Karnataka",19,"VS-Gandhinagar(Sargasan)","Ahmedabad","store_000214","UNMATCHED"
"Value Plus -M/S Veetraag Trading Co. (Muzaffarnagar)","Ghaziabad","Uttar Pradesh",19,"MALIK TRADING CORPORATION","Jammu","store_001924","UNMATCHED"
"Value Plus -M/S Goyal Televisions (Jahangirabad)","Ghaziabad","Uttar Pradesh",19,"GOYAL ELECTRONICS","Delhi","store_000916","UNMATCHED"
"Value Plus -M/S E.T.N.Retails(Birpara)","Ghaziabad","Uttar Pradesh",19,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"Value Plus -M/S Bhm Commerce Pvt Ltd(Gangtok)","Ghaziabad","Uttar Pradesh",19,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"As Engineering-Jankipuram","Lucknow","Uttar Pradesh",19,"YOUNG ENGINEERING REFRIGERATION","Kolkata","store_002033","UNMATCHED"
"Reliance Digital-Dawarka","Delhi","Delhi",19,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital-Kalikapur","Kolkata","West Bengal",19,"Croma-Kolkata-Kalikapur","Kolkata","store_000295","UNMATCHED"
"Suraj Business Pvt.Ltd","Gurgaon","Haryana",19,"KAMALIA SONS PVT. LTD","Ranchi","store_002160","UNMATCHED"
"Modern Sales-Sec-47","Chandigarh","Chandigarh",19,"SUPER SALES","Delhi","store_000871","UNMATCHED"
"Reliance Digital-Kolkata","Kolkata","West Bengal",19,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Trio Home Appliances-Old Passport Office","Ahmedabad","Gujarat",19,"THE HOME MAKERS","Bhubaneswar","store_001710","UNMATCHED"
"Reliance Digital-Maninagar","Ahmedabad","Gujarat",19,"Croma-Ahmedabad-Mani Nagar","Ahmedabad","store_000305","UNMATCHED"
"Reliance Digital-Nellore","Vijayawada","Andhra Pradesh",19,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Value Plus -Vns (Babatpur)","Varanasi","Uttar Pradesh",19,"ANIL ELECTRONICS BABARPUR","Delhi","store_000924","UNMATCHED"
"Reliance Digital- Rrl Cdit Vellayambalam -TQ71","Trivandrum","Tamil Nadu",19,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Hotspot-New Delhi South Exte","Delhi","Delhi",19,"Croma-Delhi-SouthEx","Delhi","store_000381","UNMATCHED"
"Reliance Digital -Rrl Cdit  Tollygunge Store Ko -8953","Kolkata","West Bengal",19,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Parikh Marketing-Dhanbad","Dhanbad","Jharkhand",19,"A.G MARKETING","Kanpur","store_001948","UNMATCHED"
"Gunjan Time (Santacruz)","Mumbai","Maharashtra",19,"PUNJAB T.V CENTRE","Ludhiana","store_002091","UNMATCHED"
"Aabans","Bhubaneswar","Odisha",18,"A B  SONS","Ranchi","store_002147","UNMATCHED"
"Sarat Emporium","Bhubaneswar","Odisha",18,"SMART ELCTRONICS","Noida","store_000035","UNMATCHED"
"Aparajita Infotech","Jaipur","Rajasthan",18,"LAXMI ENFRATECH","Ranchi","store_002164","UNMATCHED"
"Croma-Virar-Redbricks- A288","Mumbai","Maharashtra",18,"Croma-Vizag-Sripuram","Visakhapatnam","store_000559","UNMATCHED"
"Hotspot- Yusuf Sarai","Delhi","Delhi",18,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Delhi - Devli Extn","Delhi","Delhi",18,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Punjab - Peer Muchalla Mohali","Peer Muchalla","Punjab",18,"PUNJAB T.V CENTRE","Ludhiana","store_002091","UNMATCHED"
"Hotspot- Delhi-New Kalka Ji","Delhi","Delhi",18,"VS-Delhi(Dwarka) Br","Delhi","store_000140","UNMATCHED"
"Hotspot- Himachal Pradesh - Baddi","Baddi","Himachal Pradesh",18,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Punjab - Ludhiana Mundian Kalan","Ludhiana","Punjab",18,"PUNJAB T.V CENTRE","Ludhiana","store_002091","UNMATCHED"
"Hotspot- Rajasthan-Jagatpura Jaipur","Jaipur","Rajasthan",18,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Reliance Digital -Rrl Cdit Kharavela Nagar Bhub -8928","Bhubaneswar","Odisha",18,"VS-Ahmedabad(Krishna Nagar) Br","Ahmedabad","store_000189","UNMATCHED"
"Reliance Digital -Rrl Cdit Hampankatta Mangalor -8897","Mangalore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Orion Mall Brigade B -8892","Bangalore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Lake Mall Kolkata -8734","Kolkata","West Bengal",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Century Corbel Banga -8887","Bangalore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Sandya Tower Ranchi -8757","Ranchi","Jharkhand",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Crown Interiorz Mall -8689","Faridabad","Haryana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Suchitra Junction Kom -8661","Hyderabad","Telangana",18,"Croma-Perinthalmanna-Bypass Junction","Perinthalmanna","store_000611","UNMATCHED"
"Reliance Digital -Rrl Cdit Msr Elements Bangalo -8793","Bangalore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit R City Ghatkopar Mum -8910","Mumbai","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Kilkattalai Chennai -8938","Chennai","Tamil Nadu",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Phoenix Lucknow Stor -8948","Lucknow","Uttar Pradesh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Lawate Nagar Nasik -8916","Nashik","Maharashtra",18,"VS-Ahmedabad(Krishna Nagar) Br","Ahmedabad","store_000189","UNMATCHED"
"Reliance Digital -Rrl Cdit Westend Mall Yavatmal -TOH3","Yavatmal","Maharashtra",18,"Croma-Delhi-Rohini West Mall","Delhi","store_000420","UNMATCHED"
"Reliance Digital -Rrl Cdit Trilium Mall Nagpur -TB86","Nagpur","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Ideal Plaza Kolkata -8988","Kolkata","West Bengal",18,"Croma-Greater Noida-Ansal Plaza Mall","Noida","store_000019","UNMATCHED"
"Reliance Digital -Rrl Cdit Celebration Mall Udai -8701","Udaipur","Tripura",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Kukatpally Hyderabad -8822","Hyderabad","Telangana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Asian Mall Gulbarga -8967","Gulbarga","Karnataka",18,"Croma-Greater Noida-Ansal Plaza Mall","Noida","store_000019","UNMATCHED"
"Reliance Digital -Rrl Cdit Madhuri Chandra Patna -8671","Patna","Bihar",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Galaxy Mall Asansol -8952","Asansol","West Bengal",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Prestige Shantiniket -TP73","Bangalore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Bb Pune Kothrud City Pride Mul -TSE1","Pune","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit The Capital By Lake S -TWXI","Mumbai","Maharashtra",18,"S S DIGITAL ZONE","Kolkata","store_002023","UNMATCHED"
"Reliance Digital -Rrl Cdit Shewalkar Arcade Dhar -TOA2","Nagpur","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Omaxe Mall Greater No -TC82","Greater Noida","Uttar Pradesh",18,"VISHNU RADIO ELECTRONICS MALL & FURNITURE","Patna","store_002146","UNMATCHED"
"Reliance Digital- Rrl Cdit Shagun Insignia Ulwe -TEH3","Mumbai","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Times V Square Belapu -8464","Mumbai","Maharashtra",18,"Croma-Vadodara-Centre Square Mall","Vadodara","store_000667","UNMATCHED"
"Reliance Digital- Rrl Cdit Bb Road Devanhalli Ma -TXFZ","Devanhalli","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Central Plaza Eluru -8673","Eluru","Andhra Pradesh",18,"Croma-Greater Noida-Ansal Plaza Mall","Noida","store_000019","UNMATCHED"
"Reliance Digital- Rrl Cdit Orion Omr Mall Bangal -TES0","Bangalore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Udayaravi Rd Kuvempu -TW2A","Mysore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Halwasiya Court Luck -8950","Lucknow","Uttar Pradesh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Sarajapur Road Bangal -TOD3","Bangalore","Karnataka",18,"Croma-Tarn Taran-Amritsar road","Amritsar","store_000440","UNMATCHED"
"Reliance Digital- Rrl Cdit Vaishali Nagarjaipur -T051","Jaipur","Rajasthan",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Grand Malll Maripur M -TCI0","Muzzafarpur","Bihar",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit United Phoenix Mall -8944","Bareily","Uttar Pradesh",18,"Croma-Chandigarh-Elante Mall","Chandigarh","store_000254","UNMATCHED"
"Reliance Digital- Rrl Cdit Geetai Sankul Paud Ro -TDQ0","Pune","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Near Shashti Bridge J -TLL2","Jabalpur","Madhya Pradesh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Market City Kurla -8787","Mumbai","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl D Xpress 8D Rcp Ghansoli -8635","Mumbai","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Dwarakanagar Visakhap -TX81","Visakhapatnam","Andhra Pradesh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Laxmi Puri Kolhapur -8970","Kolhapur","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Treasure Island Bhila -8726","Durg-Bhilainagar","Chhattisgarh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Lothiya Complex Nande -TI05","Nanded","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Alpha One Ahmedabad -8872","Ahmedabad","Gujarat",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Shelar Park Khadapada -TED7","Mumbai","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Orion Business Park -8909","Mumbai","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Sangeeta Heights Amba -TEE0","Ambala","Haryana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Hotel Grace Pipli Roa -TLK6","Kurukshetra","Haryana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Western Express High -8905","Mumbai","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Sawan Life Style -TB84","Mumbai","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Old Bh Rd Nelamangala -TTS4","Bangalore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Lb Nagar Kothapet Hy -8834","Hyderabad","Telangana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Coastal Castle Bheem -8526","Bheemavaram","Andhra Pradesh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit New Bel Road Bangalor -6401","Bangalore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Sfc Mall Sangli Sto -8927","Sangli","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Bawa Tanna Road Sone -TLK7","Sonepat","Haryana",18,"Croma-Nadiad-Uttarsanda Road","Nadiad","store_000682","UNMATCHED"
"Reliance Digital- Ril - Dlf Cyber Hub Gurugram -TF6C","Gurugram","Haryana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Saraf Complex Wardha -TOD2","Wardha","Maharashtra",18,"Croma-Rajahmundry-RTC Complex Road","Rajahmundry","store_000506","UNMATCHED"
"Reliance Digital- Rrl Cdit Pride Icon Hubli -TVA6","Hubli","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Charbhuja Nagar Chitt -TDQ1","Chittogarh","Andhra Pradesh",18,"VS-Ahmedabad(Krishna Nagar) Br","Ahmedabad","store_000189","UNMATCHED"
"Reliance Digital- Rrl Cdit 1 635 Janakpuri New D -TEG7","Delhi","Delhi",18,"Croma -Delhi-Airport Terminal 1 D","Delhi","store_001065","UNMATCHED"
"Reliance Digital- Rrl Cdit Shreeji Arcade Surat -6361","Surat","Gujarat",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Vanasthalipuram Hyder -8742","Hyderabad","Telangana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Vivekanandpuri Karimn -6917","Karimnagar","Telangana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Radharani Para Balang -TKI1","Balangir","Odisha",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Lepl Centro Vijayawa -8840","Vijayawada","Andhra Pradesh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Maharaja Hall Mumbai -8908","Mumbai","Maharashtra",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl D Xpress Mylapore Chennai -8658","Chennai","Tamil Nadu",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Acme Mall Mumbai -8687","Mumbai","Maharashtra",18,"Croma-Chandigarh-Elante Mall","Chandigarh","store_000254","UNMATCHED"
"Reliance Digital- Rrl Cdit Valasarawakkam Chenna -T050","Chennai","Tamil Nadu",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Ot Road Inda Kharagpu -TKC2","Kharagpur","West Bengal",18,"Croma-Nadiad-Uttarsanda Road","Nadiad","store_000682","UNMATCHED"
"Reliance Digital- Rrl Cdit Jakotia Complex Waran -8674","Warangal","Telangana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Abhi Towers Tirupati -8690","Tirupati","Andhra Pradesh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Nisha Bafna Plaza Jal -TFI3","Aurangabad","Bihar",18,"Croma-Greater Noida-Ansal Plaza Mall","Noida","store_000019","UNMATCHED"
"Reliance Digital- Rrl Cdit Enikepadu Vijayawada -TDJ8","Vijayawada","Andhra Pradesh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit H 1 Model Town 3 -TDI9","Delhi","Delhi",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Digital R Mart Barnala Ro -8770","Bathinda","Punjab",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Nizampura Road Vadoda -8873","Vadodara","Gujarat",18,"Croma -Dehradun-Rajpur Road","Dehradun","store_001009","UNMATCHED"
"Reliance Digital- Rrl Cdit Paras Prime Udaipur -TY11","Udaipur","Tripura",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit South Avenue Mall Jab -8683","Jabalpur","Madhya Pradesh",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Kr Pali Putoor Road -TSE7","Chitoor","Andhra Pradesh",18,"Croma-Jamnagar-Lalpur Road","Jamnagar","store_000711","UNMATCHED"
"Reliance Digital- Rrl Cdit Hema Durga Mall Hyder -8731","Hyderabad","Telangana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Sarovar Land Mark Ka -TDG3","Ahmedabad","Gujarat",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Market City Bangalor -8884","Bangalore","Karnataka",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl D Xpress Ramanthapur Hyde -8697","Hyderabad","Telangana",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Bommasandra, Hosur Road, Bangalore Ka -TB9F","Bangalore","Karnataka",18,"Croma-Hosur-Bagalur Road","Hosur","store_000539","UNMATCHED"
"Ace Technomark","Ghaziabad","Uttar Pradesh",18,"BALAJI ELECTROMART","Delhi","store_000935","UNMATCHED"
"The Legend New Saravana Stores Bram","Chennai","Tamil Nadu",18,"THE HOME MAKERS","Bhubaneswar","store_001710","UNMATCHED"
"Value Plus -Gkp (Radhika Complex)","Gorakhpur","Uttar Pradesh",18,"RADHIKA ENTERPRISES","Patna","store_002136","UNMATCHED"
"Value Plus -M/S K-Mart (Dhanaura)","Ghaziabad","Uttar Pradesh",18,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"Value Plus -M/S Samriddhi (Kishanganj)","Ghaziabad","Uttar Pradesh",18,"ASP - MS Arth Enterprises","Delhi","store_001339","UNMATCHED"
"Reliance Digital-Gurugram","Gurgaon","Haryana",18,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital-Alambagh","Lucknow","Uttar Pradesh",18,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital-Gorakhpur","Lucknow","Uttar Pradesh",18,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Shristi Sales-Patna","Patna","Bihar",18,"ANKIT SALES","Ranchi","store_002149","UNMATCHED"
"Reliance Digital-Jayanagar","Bangalore","Karnataka",18,"Croma-Delhi-Malviya Nagar","Delhi","store_000396","UNMATCHED"
"Chandra Traders-Velachery","Chennai","Tamil Nadu",18,"CHAUDHARY TRADERS","Delhi","store_000943","UNMATCHED"
"Reliance Digital-Jamnagar","Ahmedabad","Gujarat",18,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Sarvana Store-Avadi","Chennai","Tamil Nadu",18,"HARYANA REDIOS","Ludhiana","store_002079","UNMATCHED"
"Reliance Digital-Gulbarga","Bangalore","Karnataka",18,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital-Namakkal","Coimbatore","Tamil Nadu",18,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Sony Mony","Mumbai","Maharashtra",18,"SKYTONE","Kolkata","store_002026","UNMATCHED"
"Reliance Digital-Jhotwara","Jaipur","Rajasthan",18,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital-Bengaluru","Bangalore","Karnataka",18,"RANA DIGITAL","Howrah","store_001088","UNMATCHED"
"Reliance Digital- Rrl D Xpress O Mall Kochi -8754","Kochi","Kerala",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit East Nadakkavu Kozhik -TGJ5","Calicut","Kerala",18,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Kore @ New - Ranip | Gj","Ahmedabad","Gujarat",18,"NEW CITY AGENCY","Ranchi","store_002168","UNMATCHED"
"Kore @ Vikas Bazar - Mathura | Up","Mathura","Uttar Pradesh",18,"Croma-Kanpur-Awas Vikas","Kanpur","store_000289","UNMATCHED"
"Kore @ Krishnanagar - Mathura | Up","Mathura","Uttar Pradesh",18,"Croma-Krishnanagar-MM Ghosh Street","Krishnanagar","store_000461","UNMATCHED"
"Mathura (Dwarkapuri)","Agra","Uttar Pradesh",18,"Croma-Bhopal-Indrapuri","Bhopal","store_000366","UNMATCHED"
"Hotspot- Bihar-Dadan Handi","Patna","Bihar",17,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Vasundhara Encl","Delhi","Delhi",17,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Hotspot- Delhi - Mayurvuhar Ii","Delhi","Delhi",17,"Croma -Ichalkranjii-Fortune Plaza II","Ichalkranjii","store_001037","UNMATCHED"
"Hotspot- Bardhaman- Begunia","Bardhaman","West Bengal",17,"THE SPICE HOTSPOT","Patna","store_000959","UNMATCHED"
"Reliance Digital -Rrl Cdit Avni River Side Mall -8956","Kolkata","West Bengal",17,"Croma-Chandigarh-Elante Mall","Chandigarh","store_000254","UNMATCHED"
"Reliance Digital -Rrl Cdit Infiniti Malad Mumba -8912","Mumbai","Maharashtra",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit As Rao Speciality St -8959","Hyderabad","Telangana",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Navi Mumbai Speciali -8917","Mumbai","Maharashtra",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl D Xpress Ashok Pillar Bang -8717","Bangalore","Karnataka",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Indiranagar 100 Ft Ro -TML2","Bangalore","Karnataka",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Vishaal De Mal Madur -8943","Madurai","Tamil Nadu",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl D Xpress V3S Mall Delhi -8633","Delhi","Delhi",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl D Xpress Sea Breeze Prabha -8636","Mumbai","Maharashtra",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Marbaniang Hub Shill -8975","Shillong","Meghalaya",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl D Xpress Urban Oasis Mall -8738","Mysore","Karnataka",17,"Croma-Chandigarh-Elante Mall","Chandigarh","store_000254","UNMATCHED"
"Reliance Digital- Rrl Cdit Krishna Vatika Jalpa -TJV7","Jalpaiguri","West Bengal",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Bull Temple Road Ban -8890","Bangalore","Karnataka",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Ttmc Vijayanagar Bang -8684","Bangalore","Karnataka",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital -Rrl Cdit Sparsh Plaza Pune St -8924","Pune","Maharashtra",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Kilpauk Chennai Stor -8937","Chennai","Tamil Nadu",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Pacific Nsp Pitampura -TXFW","Delhi","Delhi",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Alpha One Mall Amrits -T591","Amritsar","Punjab",17,"Croma-Chandigarh-Elante Mall","Chandigarh","store_000254","UNMATCHED"
"Reliance Digital- Rrl Cdit Sonal Business Park G -TTZ9","Mumbai","Maharashtra",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Beside Municipal Off -TY90","Kamareddy","Telangana",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
"Reliance Digital- Rrl Cdit Mahagun Metro Mall G -8946","Ghaziabad","Uttar Pradesh",17,"Croma-Chandigarh-Elante Mall","Chandigarh","store_000254","UNMATCHED"
"Reliance Digital- Rrl Cdit Sec 9 Panchkula -8465","Panchkula","Haryana",17,"Balaji Digital World Godrej","Delhi","store_001109","UNMATCHED"
